Genome_ID	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
NZ_CP147683.1	NZ_CP147683.1_RM_Type_III_6	RM	RM_Type_III	Defense	NZ_CP147683.1_146	NZ_CP147683.1_147	NZ_CP147683.1_146,NZ_CP147683.1_147	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
NZ_CP147683.1	NZ_CP147683.1_CBASS_II_5	CBASS	CBASS_II	Defense	NZ_CP147683.1_256	NZ_CP147683.1_259	NZ_CP147683.1_256,NZ_CP147683.1_257,NZ_CP147683.1_258,NZ_CP147683.1_259	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Sensing_SAVED
NZ_CP147683.1	NZ_CP147683.1_Mokosh_Type_I_A_2	Mokosh	Mokosh_Type_I_A	Defense	NZ_CP147683.1_262	NZ_CP147683.1_263	NZ_CP147683.1_262,NZ_CP147683.1_263	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
NZ_CP046295.1	NZ_CP046295.1_CAS_Class1-Subtype-I-F_1	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP046295.1_96	NZ_CP046295.1_100	NZ_CP046295.1_96,NZ_CP046295.1_97,NZ_CP046295.1_98,NZ_CP046295.1_99,NZ_CP046295.1_100	5	cas1_I-F_1,cas3_I_2,cas5_I-F_16,cas6f_I_II_III_IV_V_VI_3,cas7_I-F_11
NZ_CP072550.1	NZ_CP072550.1_RM_Type_III_6	RM	RM_Type_III	Defense	NZ_CP072550.1_24	NZ_CP072550.1_25	NZ_CP072550.1_24,NZ_CP072550.1_25	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
NZ_CP072550.1	NZ_CP072550.1_Mokosh_Type_I_A_2	Mokosh	Mokosh_Type_I_A	Defense	NZ_CP072550.1_215	NZ_CP072550.1_216	NZ_CP072550.1_215,NZ_CP072550.1_216	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
NZ_CP072550.1	NZ_CP072550.1_CBASS_II_5	CBASS	CBASS_II	Defense	NZ_CP072550.1_219	NZ_CP072550.1_222	NZ_CP072550.1_219,NZ_CP072550.1_220,NZ_CP072550.1_221,NZ_CP072550.1_222	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab,CBASS__Sensing_SAVED
NZ_CP072553.1	NZ_CP072553.1_RM_Type_II_1	RM	RM_Type_II	Defense	NZ_CP072553.1_22	NZ_CP072553.1_23	NZ_CP072553.1_22,NZ_CP072553.1_23	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP032102.1	NZ_CP032102.1_BREX_I_2	BREX	BREX_I	Defense	NZ_CP032102.1_194	NZ_CP032102.1_201	NZ_CP032102.1_194,NZ_CP032102.1_195,NZ_CP032102.1_198,NZ_CP032102.1_199,NZ_CP032102.1_200,NZ_CP032102.1_201	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
NZ_CP032103.2	NZ_CP032103.2_AbiD_1	AbiD	AbiD	Defense	NZ_CP032103.2_8	NZ_CP032103.2_8	NZ_CP032103.2_8	1	AbiD__AbiD
NZ_CP044464.1	NZ_CP044464.1_BREX_I_2	BREX	BREX_I	Defense	NZ_CP044464.1_81	NZ_CP044464.1_86	NZ_CP044464.1_81,NZ_CP044464.1_82,NZ_CP044464.1_83,NZ_CP044464.1_84,NZ_CP044464.1_85,NZ_CP044464.1_86	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
NZ_CP044464.1	NZ_CP044464.1_CBASS_III_5	CBASS	CBASS_III	Defense	NZ_CP044464.1_113	NZ_CP044464.1_116	NZ_CP044464.1_113,NZ_CP044464.1_114,NZ_CP044464.1_115,NZ_CP044464.1_116	4	CBASS__Cyclase_II,CBASS__Sensing_TPALS,CBASS__TRIP13,CBASS__bacHORMA_1
NZ_CP044465.1	NZ_CP044465.1_RM_Type_II_1	RM	RM_Type_II	Defense	NZ_CP044465.1_2	NZ_CP044465.1_3	NZ_CP044465.1_2,NZ_CP044465.1_3	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP044475.1	NZ_CP044475.1_CBASS_III_5	CBASS	CBASS_III	Defense	NZ_CP044475.1_70	NZ_CP044475.1_73	NZ_CP044475.1_70,NZ_CP044475.1_71,NZ_CP044475.1_72,NZ_CP044475.1_73	4	CBASS__Cyclase_II,CBASS__Sensing_TPALS,CBASS__TRIP13,CBASS__bacHORMA_1
NZ_CP044475.1	NZ_CP044475.1_BREX_I_2	BREX	BREX_I	Defense	NZ_CP044475.1_141	NZ_CP044475.1_145	NZ_CP044475.1_141,NZ_CP044475.1_142,NZ_CP044475.1_143,NZ_CP044475.1_144,NZ_CP044475.1_145	5	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA
NZ_CP044480.1	NZ_CP044480.1_RM_Type_II_1	RM	RM_Type_II	Defense	NZ_CP044480.1_5	NZ_CP044480.1_6	NZ_CP044480.1_5,NZ_CP044480.1_6	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP044484.1	NZ_CP044484.1_CBASS_III_5	CBASS	CBASS_III	Defense	NZ_CP044484.1_4	NZ_CP044484.1_7	NZ_CP044484.1_4,NZ_CP044484.1_5,NZ_CP044484.1_6,NZ_CP044484.1_7	4	CBASS__Cyclase_II,CBASS__Sensing_TPALS,CBASS__TRIP13,CBASS__bacHORMA_1
NZ_CP044484.1	NZ_CP044484.1_BREX_I_2	BREX	BREX_I	Defense	NZ_CP044484.1_61	NZ_CP044484.1_65	NZ_CP044484.1_61,NZ_CP044484.1_62,NZ_CP044484.1_63,NZ_CP044484.1_64,NZ_CP044484.1_65	5	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA
NZ_CP046043.1	NZ_CP046043.1_RM_Type_I_1	RM	RM_Type_I	Defense	NZ_CP046043.1_52	NZ_CP046043.1_56	NZ_CP046043.1_52,NZ_CP046043.1_53,NZ_CP046043.1_56	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP046044.1	NZ_CP046044.1_RM_Type_I_1	RM	RM_Type_I	Defense	NZ_CP046044.1_69	NZ_CP046044.1_73	NZ_CP046044.1_69,NZ_CP046044.1_70,NZ_CP046044.1_73	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP071767.1	NZ_CP071767.1_RM_Type_I_1	RM	RM_Type_I	Defense	NZ_CP071767.1_155	NZ_CP071767.1_159	NZ_CP071767.1_155,NZ_CP071767.1_158,NZ_CP071767.1_159	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP071768.1	NZ_CP071768.1_RM_Type_II_1	RM	RM_Type_II	Defense	NZ_CP071768.1_21	NZ_CP071768.1_23	NZ_CP071768.1_21,NZ_CP071768.1_22,NZ_CP071768.1_23	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
NZ_CP090385.1	NZ_CP090385.1_BREX_I_2	BREX	BREX_I	Defense	NZ_CP090385.1_24	NZ_CP090385.1_30	NZ_CP090385.1_24,NZ_CP090385.1_25,NZ_CP090385.1_26,NZ_CP090385.1_27,NZ_CP090385.1_29,NZ_CP090385.1_30	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
NZ_CP090385.1	NZ_CP090385.1_CBASS_III_5	CBASS	CBASS_III	Defense	NZ_CP090385.1_32	NZ_CP090385.1_35	NZ_CP090385.1_32,NZ_CP090385.1_33,NZ_CP090385.1_34,NZ_CP090385.1_35	4	CBASS__Cyclase_II,CBASS__Endonuc_small,CBASS__TRIP13,CBASS__bacHORMA_1
NZ_CP090384.1	NZ_CP090384.1_RM_Type_I_1	RM	RM_Type_I	Defense	NZ_CP090384.1_2	NZ_CP090384.1_7	NZ_CP090384.1_2,NZ_CP090384.1_3,NZ_CP090384.1_7	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NC_017848.1	NC_017848.1_PD-T4-5_1	PD-T4-5	PD-T4-5	Defense	NC_017848.1_31	NC_017848.1_31	NC_017848.1_31	1	PD-T4-5__PD-T4-5
NC_021727.1	NC_021727.1_PD-T4-5_1	PD-T4-5	PD-T4-5	Defense	NC_021727.1_42	NC_021727.1_42	NC_021727.1_42	1	PD-T4-5__PD-T4-5
NC_021731.1	NC_021731.1_PD-T4-5_1	PD-T4-5	PD-T4-5	Defense	NC_021731.1_42	NC_021731.1_42	NC_021731.1_42	1	PD-T4-5__PD-T4-5
NC_010605.1	NC_010605.1_Retron_VI_1	Retron	Retron_VI	Defense	NC_010605.1_34	NC_010605.1_35	NC_010605.1_34,NC_010605.1_35	2	Retron_VI__HTH,Retron__RT_Tot
